index,relative_path,top,directory,name,inferred_category,usage,duration_sec,size_kb,channels,sample_rate,reference_count,first_references
565,Item\HeliumFlashSteamRelease.ogg,Item,Item,HeliumFlashSteamRelease,物品/武器,物品/武器音效；动作：通用/特殊；主题：Helium Flash Steam Release。 代码标识：fire。,1.42,27.5,2,44100,3,Projectiles\Magic\HeliumFlashHoldout.cs:177 (fire); Projectiles\Ranged\FirestormCannonHoldout.cs:27 (OverheatSound); Projectiles\Ranged\TauCannonHoldout.cs:242 (steam)
566,Item\HellbornImpact.ogg,Item,Item,HellbornImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellborn Impact。 代码标识：FullChargeSound。,1.01,25.9,2,44100,3,Projectiles\Melee\DevilsSunriseProj.cs:19 (FullChargeSound); Projectiles\Ranged\HellbornProj.cs:131 (bigShot); Projectiles\Rogue\MeteorFistMeteorite.cs:56
567,Item\HellbornReload.ogg,Item,Item,HellbornReload,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Hellborn Reload。 代码标识：fire。,0.57,19.5,2,44100,1,Projectiles\Ranged\HellbornHoldout.cs:198 (fire)
568,Item\HellbornShoot.ogg,Item,Item,HellbornShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Hellborn Shoot。 代码标识：bigShot。,0.86,25.0,2,44100,1,Projectiles\Ranged\HellbornHoldout.cs:142 (bigShot)
569,Item\HellkiteBigHit1.ogg,Item,Item,HellkiteBigHit1,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellkite Big Hit。 代码标识：swing2。,2.10,48.2,2,44100,2,Projectiles\Melee\DevilsDevastationHoldout.cs:460 (swing2); Items\Weapons\Melee\Hellkite.cs:20 (HitSoundBig)
570,Item\HellkiteBigHit2.ogg,Item,Item,HellkiteBigHit2,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellkite Big Hit。 代码标识：HitSoundBig。,2.10,46.9,2,44100,1,Items\Weapons\Melee\Hellkite.cs:20 (HitSoundBig)
571,Item\HellkiteCharge.ogg,Item,Item,HellkiteCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Hellkite Charge。 代码标识：ChargeSound。,6.41,191.1,2,44100,1,Items\Weapons\Melee\Hellkite.cs:21 (ChargeSound)
572,Item\HellkiteFullCharge.ogg,Item,Item,HellkiteFullCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Hellkite Full Charge。 首处代码上下文：StarfleetHoldout.cs。,2.41,59.1,2,44100,4,Projectiles\Ranged\StarfleetHoldout.cs:175; Projectiles\Ranged\StarmadaHoldout.cs:230; Projectiles\Rogue\MoltenAmputatorProj.cs:291 (slice); 另 1 处
573,Item\HellkiteHeavySwing.ogg,Item,Item,HellkiteHeavySwing,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Hellkite Heavy Swing。 代码标识：SwingSoundBig。,1.93,51.6,2,44100,1,Items\Weapons\Melee\Hellkite.cs:18 (SwingSoundBig)
574,Item\HellkiteSmallHit1.ogg,Item,Item,HellkiteSmallHit1,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellkite Small Hit。 代码标识：stuck。,0.64,20.5,2,44100,3,Projectiles\Melee\DevilsDevastationThrownBlade.cs:318 (stuck); Projectiles\Melee\NeptunesBountyProjectile.cs:273 (HitSound2); Items\Weapons\Melee\Hellkite.cs:19 (HitSoundSmall)
575,Item\HellkiteSmallHit2.ogg,Item,Item,HellkiteSmallHit2,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellkite Small Hit。 代码标识：stuck。,0.56,17.0,2,44100,3,Projectiles\Melee\DevilsDevastationThrownBlade.cs:318 (stuck); Projectiles\Melee\NeptunesBountyProjectile.cs:273 (HitSound2); Items\Weapons\Melee\Hellkite.cs:19 (HitSoundSmall)
576,Item\HellkiteSmallHit3.ogg,Item,Item,HellkiteSmallHit3,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Hellkite Small Hit。 代码标识：stuck。,0.61,16.8,2,44100,3,Projectiles\Melee\DevilsDevastationThrownBlade.cs:318 (stuck); Projectiles\Melee\NeptunesBountyProjectile.cs:273 (HitSound2); Items\Weapons\Melee\Hellkite.cs:19 (HitSoundSmall)
577,Item\HellkiteSwing1.ogg,Item,Item,HellkiteSwing1,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Hellkite Swing。 代码标识：swing2。,1.04,23.8,2,44100,2,Projectiles\Melee\EarthHoldout.cs:181 (swing2); Items\Weapons\Melee\Hellkite.cs:17 (SwingSound)
578,Item\HellkiteSwing2.ogg,Item,Item,HellkiteSwing2,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Hellkite Swing。 代码标识：swing2。,1.06,23.9,2,44100,2,Projectiles\Melee\EarthHoldout.cs:181 (swing2); Items\Weapons\Melee\Hellkite.cs:17 (SwingSound)
579,Item\HolyBurst.ogg,Item,Item,HolyBurst,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Holy Burst。 代码标识：soundBurst。,0.87,21.9,2,48000,2,Projectiles\Rogue\ExorcismProj.cs:365 (soundBurst); Projectiles\Rogue\ExorcismProj.cs:400 (soundBurst)
580,Item\HolyColliderBigHit.ogg,Item,Item,HolyColliderBigHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Holy Collider Big Hit。 代码标识：hitSound。,1.89,53.7,2,44100,2,Projectiles\Melee\HolyColliderHoldout.cs:421 (hitSound); Projectiles\Typeless\RelicOfDeliveranceSpear.cs:484 (sound)
581,Item\HolyColliderProjectileHit.ogg,Item,Item,HolyColliderProjectileHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Holy Collider Projectile Hit。 代码标识：sound。,1.89,48.7,2,44100,3,Projectiles\Melee\HolyColliderHolyFire.cs:162 (sound); Projectiles\Rogue\ExorcismProj.cs:368 (soundExplosion); Projectiles\Typeless\PauldronDash.cs:117 (sound)
582,Item\HolyColliderSmallHit.ogg,Item,Item,HolyColliderSmallHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Holy Collider Small Hit。 代码标识：hitSound。,1.48,38.4,2,44100,2,Projectiles\Melee\HolyColliderHoldout.cs:406 (hitSound); Projectiles\Typeless\RelicOfDeliveranceSpear.cs:238 (sound)
583,Item\HolyFireBulletExplosion.ogg,Item,Item,HolyFireBulletExplosion,物品/武器,物品/武器音效；动作：射击/发射；主题：Holy Fire Bullet Explosion。 代码标识：Explosion。,0.37,14.1,2,48000,1,Items\Ammo\HolyFireBullet.cs:13 (Explosion)
584,Item\HolyLoop.ogg,Item,Item,HolyLoop,物品/武器,物品/武器音效；动作：循环/开始结束/预警；主题：Holy Loop。 代码标识：choir。,1.87,51.1,2,48000,1,Projectiles\Rogue\ExorcismProj.cs:299 (choir)
585,Item\Hydra.ogg,Item,Item,Hydra,物品/武器,物品/武器音效；动作：通用/特殊；主题：Hydra。 代码标识：FireSound。,1.70,20.3,2,44100,1,Items\Weapons\Ranged\Hydra.cs:103 (FireSound)
586,Item\HyperiusOverflow.ogg,Item,Item,HyperiusOverflow,物品/武器,物品/武器音效；动作：通用/特殊；主题：Hyperius Overflow。 代码标识：hit。,0.65,13.7,1,44100,1,Items\Ammo\HyperiusBullet.cs:13 (hit)
587,Item\IceBarrageCast.ogg,Item,Item,IceBarrageCast,物品/武器,物品/武器音效；动作：通用/特殊；主题：Ice Barrage Cast。 代码标识：CastSound。,5.48,64.6,2,48000,1,Items\Weapons\Magic\IceBarrage.cs:18 (CastSound)
588,Item\IchorSpearThrow.ogg,Item,Item,IchorSpearThrow,物品/武器,物品/武器音效；动作：射击/发射；主题：Ichor Spear Throw。 代码标识：ThrowSound。,0.78,9.8,1,48000,1,Items\Weapons\Rogue\IchorSpear.cs:13 (ThrowSound)
589,Item\ImmolatorCharge.ogg,Item,Item,ImmolatorCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Immolator Charge。 代码标识：sound。,0.42,24.3,2,44100,1,Projectiles\DraedonsArsenal\HolofibreImmolatorHoldout.cs:53 (sound)
590,Item\ImmolatorChargeLoop.ogg,Item,Item,ImmolatorChargeLoop,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Immolator Charge Loop。 代码标识：sound。,0.69,13.6,1,44100,1,Projectiles\DraedonsArsenal\HolofibreImmolatorHoldout.cs:150 (sound)
591,Item\ImmolatorFire.ogg,Item,Item,ImmolatorFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Immolator Fire。 代码标识：sound。,0.54,15.3,2,44100,2,Projectiles\DraedonsArsenal\HolofibreImmolatorHoldout.cs:79 (sound); Projectiles\DraedonsArsenal\HolofibreImmolatorHoldout.cs:102 (sound)
592,Item\ImmolatorPreExplode.ogg,Item,Item,ImmolatorPreExplode,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Immolator Pre Explode。 代码标识：sound2。,0.79,21.2,2,44100,2,Projectiles\DraedonsArsenal\ImmolationArrow.cs:162 (sound2); Projectiles\DraedonsArsenal\ImmolationArrow.cs:197 (sound)
593,Item\ImpalerLaunch.ogg,Item,Item,ImpalerLaunch,物品/武器,物品/武器音效；动作：射击/发射；主题：Impaler Launch。 代码标识：fire。,0.71,45.3,2,44100,3,Projectiles\Magic\ApoctosisArrayHoldout.cs:228 (fire); Projectiles\Magic\IonBlasterHoldout.cs:229 (fire); Projectiles\Melee\InsidiousHarpoon.cs:77 (fire)
594,Item\Inkling1.ogg,Item,Item,Inkling1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Inkling。 代码标识：GFB。,1.10,17.1,2,32000,1,Items\Weapons\Summon\CalamarisLament.cs:16 (GFB)
595,Item\Inkling2.ogg,Item,Item,Inkling2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Inkling。 代码标识：GFB。,0.26,7.5,2,32000,1,Items\Weapons\Summon\CalamarisLament.cs:16 (GFB)
596,Item\Inkling3.ogg,Item,Item,Inkling3,物品/武器,物品/武器音效；动作：通用/特殊；主题：Inkling。 代码标识：GFB。,1.28,18.4,2,32000,1,Items\Weapons\Summon\CalamarisLament.cs:16 (GFB)
597,Item\Inkling4.ogg,Item,Item,Inkling4,物品/武器,物品/武器音效；动作：通用/特殊；主题：Inkling。 代码标识：GFB。,1.46,21.6,2,32000,1,Items\Weapons\Summon\CalamarisLament.cs:16 (GFB)
598,Item\Inkling5.ogg,Item,Item,Inkling5,物品/武器,物品/武器音效；动作：通用/特殊；主题：Inkling。 代码标识：GFB。,0.70,12.5,2,32000,1,Items\Weapons\Summon\CalamarisLament.cs:16 (GFB)
599,Item\IonChargeLoop.ogg,Item,Item,IonChargeLoop,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Ion Charge Loop。 代码标识：charge。,2.20,37.3,1,48000,2,Projectiles\Magic\ApoctosisArrayHoldout.cs:113 (charge); Projectiles\Magic\IonBlasterHoldout.cs:113 (charge)
600,Item\KendraBark.ogg,Item,Item,KendraBark,物品/武器,物品/武器音效；动作：循环/开始结束/预警；主题：Kendra Bark。 代码标识：BarkSound。,0.27,5.7,1,44100,1,Projectiles\Pets\KendraPet.cs:15 (BarkSound)
601,Item\LanceofDestiny.ogg,Item,Item,LanceofDestiny,物品/武器,物品/武器音效；动作：通用/特殊；主题：Lanceof Destiny。 代码标识：ThrowSound2。,1.28,13.4,1,48000,1,Items\Weapons\Rogue\SpearofDestiny.cs:14 (ThrowSound2)
602,Item\LanceofDestinyStrong.ogg,Item,Item,LanceofDestinyStrong,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Lanceof Destiny Strong。 代码标识：fire。,1.74,17.0,1,48000,5,Projectiles\Magic\GenesisHoldout.cs:96 (fire); Projectiles\Magic\IonBlasterHoldout.cs:232 (fire2); Projectiles\Melee\DevilsDevastationHoldout.cs:124 (dieSound); 另 2 处
603,Item\LargeWeaponFire.ogg,Item,Item,LargeWeaponFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Large Weapon Fire。 代码标识：LargeWeaponFireSound。,2.32,33.7,2,44100,1,Sounds\CommonCalamitySounds.cs:19 (LargeWeaponFireSound)
604,Item\LaserBurn.ogg,Item,Item,LaserBurn,物品/武器,物品/武器音效；动作：激光/光束；主题：Laser Burn。 首处代码上下文：CalamityGlobalNPC.cs。,0.42,10.5,1,44100,1,NPCs\CalamityGlobalNPC.cs:3277
605,Item\LaserCannon.ogg,Item,Item,LaserCannon,物品/武器,物品/武器音效；动作：激光/光束；主题：Laser Cannon。 代码标识：LaserCannonSound。,1.25,19.7,2,44100,1,Sounds\CommonCalamitySounds.cs:20 (LaserCannonSound)
606,Item\LauncherHeavyShot.ogg,Item,Item,LauncherHeavyShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Launcher Heavy Shot。 代码标识：sound2。,2.11,45.6,2,44100,3,Projectiles\DraedonsArsenal\PhalanxSurgeHoldout.cs:241 (sound2); Projectiles\Ranged\BlissfulBombardierHoldout.cs:181 (fire); Projectiles\Typeless\RelicOfDeliveranceSpear.cs:242 (sound2)
607,Item\LeviathanHornSound.ogg,Item,Item,LeviathanHornSound,物品/武器,物品/武器音效；动作：通用/特殊；主题：Leviathan Horn Sound。 代码标识：HornSound。,2.92,30.2,2,48000,1,Items\SummonItems\NaiadsWarhorn.cs:18 (HornSound)
608,Item\LightCatch.ogg,Item,Item,LightCatch,物品/武器,物品/武器音效；动作：通用/特殊；主题：Light Catch。 代码标识：grab。,0.20,9.0,2,44100,1,Projectiles\DraedonsArsenal\PulseGrenadeOrb.cs:89 (grab)
609,Item\LightMetal.ogg,Item,Item,LightMetal,物品/武器,物品/武器音效；动作：通用/特殊；主题：Light Metal。 代码标识：pin。,0.57,19.4,2,44100,2,Projectiles\DraedonsArsenal\PulseGrenadeProjectile.cs:180 (pin); Projectiles\Ranged\StarmadaHoldout.cs:220 (oops2)
610,Item\LightningAura.ogg,Item,Item,LightningAura,物品/武器,物品/武器音效；动作：通用/特殊；主题：Lightning Aura。 首处代码上下文：AquasScepterCloud.cs。,3.34,172.0,2,44100,1,Projectiles\Summon\AquasScepterCloud.cs:81
611,Item\LightThrow.ogg,Item,Item,LightThrow,物品/武器,物品/武器音效；动作：射击/发射；主题：Light Throw。 代码标识：toss。,0.30,10.9,2,44100,1,Projectiles\DraedonsArsenal\PulseGrenadeProjectile.cs:157 (toss)
612,Item\LiliesOfFinalitySummonSpawn.ogg,Item,Item,LiliesOfFinalitySummonSpawn,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Lilies Of Finality Summon Spawn。 代码标识：UseSound。,1.99,21.0,1,48000,1,Items\Weapons\Summon\LiliesOfFinality.cs:56 (UseSound)
613,Item\LouderPhantomPhoenix1.ogg,Item,Item,LouderPhantomPhoenix1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Louder Phantom Phoenix。 代码标识：LouderPhantomPhoenix。,2.23,28.7,2,48000,1,Sounds\CommonCalamitySounds.cs:22 (LouderPhantomPhoenix)
614,Item\LouderPhantomPhoenix2.ogg,Item,Item,LouderPhantomPhoenix2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Louder Phantom Phoenix。 代码标识：LouderPhantomPhoenix。,2.14,32.0,2,48000,5,Sounds\CommonCalamitySounds.cs:22 (LouderPhantomPhoenix); Tiles\Furniture\BlueCandle.cs:16 (ActivationSound); Tiles\Furniture\PinkCandle.cs:16 (ActivationSound); 另 2 处
615,Item\LouderPhantomPhoenix3.ogg,Item,Item,LouderPhantomPhoenix3,物品/武器,物品/武器音效；动作：通用/特殊；主题：Louder Phantom Phoenix。 代码标识：LouderPhantomPhoenix。,2.03,25.0,2,48000,1,Sounds\CommonCalamitySounds.cs:22 (LouderPhantomPhoenix)
616,Item\LowHum.ogg,Item,Item,LowHum,物品/武器,物品/武器音效；动作：通用/特殊；主题：Low Hum。 代码标识：charge。,3.67,39.9,2,44100,2,Projectiles\DraedonsArsenal\ShortCircuitHook.cs:231 (charge); Projectiles\Ranged\TheHiveHoldout.cs:235 (charge)
617,Item\LucreciaBoltFire.ogg,Item,Item,LucreciaBoltFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Lucrecia Bolt Fire。 代码标识：projectile。,1.37,16.0,2,48000,1,Projectiles\Melee\LucreciaHoldout.cs:252 (projectile)
618,Item\LunicImpact.ogg,Item,Item,LunicImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Lunic Impact。 代码标识：ImpactSound。,0.94,12.7,2,44100,1,Items\Weapons\Typeless\LunicEye.cs:16 (ImpactSound)
619,Item\LunicShot1.ogg,Item,Item,LunicShot1,物品/武器,物品/武器音效；动作：射击/发射；主题：Lunic Shot。 代码标识：UseSound。,1.34,27.4,2,44100,1,Items\Weapons\Typeless\LunicEye.cs:15 (UseSound)
620,Item\LunicShot2.ogg,Item,Item,LunicShot2,物品/武器,物品/武器音效；动作：射击/发射；主题：Lunic Shot。 代码标识：UseSound。,1.22,19.9,2,44100,1,Items\Weapons\Typeless\LunicEye.cs:15 (UseSound)
621,Item\M1GarandPing.ogg,Item,Item,M1GarandPing,物品/武器,物品/武器音效；动作：通用/特殊；主题：M1 Garand Ping。 代码标识：PingSound。,0.72,13.9,2,44100,1,Projectiles\Ranged\M1GarandHoldout.cs:47 (PingSound)
622,Item\M1GarandReload.ogg,Item,Item,M1GarandReload,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：M1 Garand Reload。 代码标识：ReloadSound。,1.77,20.1,2,48000,1,Projectiles\Ranged\M1GarandHoldout.cs:48 (ReloadSound)
623,Item\MagicRockImpact.ogg,Item,Item,MagicRockImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Magic Rock Impact。 代码标识：explo。,1.50,21.0,1,44100,5,Projectiles\Magic\PrimordialAncientProjectile.cs:154 (explo); Projectiles\Magic\PrimordialEarthProjectile.cs:180 (explo); Projectiles\Melee\TrueBiomeBlade_EarthenTides.cs:35 (GroundImpact); 另 2 处
624,Item\MagicRockSound.ogg,Item,Item,MagicRockSound,物品/武器,物品/武器音效；动作：通用/特殊；主题：Magic Rock Sound。 首处代码上下文：UnstableCastersGauntletHoldout.cs。,0.76,12.0,1,44100,10,Projectiles\Magic\UnstableCastersGauntletHoldout.cs:174; Projectiles\Melee\CometQuasherHoldout.cs:204 (fire2); Projectiles\Melee\MendedBiomeBlade_TruePureClarity.cs:32 (FullChargeSound); 另 7 处
625,Item\MagnaCannonChargeFull.ogg,Item,Item,MagnaCannonChargeFull,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Magna Cannon Charge Full。 代码标识：ChargeFull。,0.69,10.3,1,48000,1,Items\Weapons\Ranged\MagnaCannon.cs:13 (ChargeFull)
626,Item\MagnaCannonChargeLoop.ogg,Item,Item,MagnaCannonChargeLoop,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Magna Cannon Charge Loop。 首处代码上下文：OntologicalDespoilerHoldout.cs。,2.55,27.8,1,48000,2,Projectiles\Ranged\OntologicalDespoilerHoldout.cs:343; Items\Weapons\Ranged\MagnaCannon.cs:15 (ChargeLoop)
627,Item\MagnaCannonChargeStart.ogg,Item,Item,MagnaCannonChargeStart,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Magna Cannon Charge Start。 代码标识：ChargeStart。,2.14,23.0,1,48000,1,Items\Weapons\Ranged\MagnaCannon.cs:17 (ChargeStart)
628,Item\MagnaCannonShot.ogg,Item,Item,MagnaCannonShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Magna Cannon Shot。 代码标识：fire。,1.46,17.0,1,48000,6,Projectiles\Magic\AetherfluxCannonHoldout.cs:82 (fire); Projectiles\Magic\GenesisHoldout.cs:112 (fire); Projectiles\Magic\OmicronWingman.cs:177 (fire); 另 3 处
629,Item\MagnusImpact.ogg,Item,Item,MagnusImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Magnus Impact。 代码标识：StealthBoom。,0.63,14.2,2,44100,2,Items\Weapons\Rogue\Equanimity.cs:13 (StealthBoom); Items\Weapons\Typeless\EyeofMagnus.cs:13 (ImpactSound)
630,Item\MantisSwipe1.ogg,Item,Item,MantisSwipe1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Mantis Swipe。 代码标识：HitSound。,0.48,16.6,2,44100,3,Projectiles\Melee\DevilsSunriseCyclone.cs:16 (HitSound); Projectiles\Melee\DevilsSunriseProj.cs:18 (HitSound); Projectiles\Melee\MantisClawHoldout.cs:129 (SlashStyle)
631,Item\MantisSwipe2.ogg,Item,Item,MantisSwipe2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Mantis Swipe。 代码标识：HitSound。,0.48,17.2,2,44100,3,Projectiles\Melee\DevilsSunriseCyclone.cs:16 (HitSound); Projectiles\Melee\DevilsSunriseProj.cs:18 (HitSound); Projectiles\Melee\MantisClawHoldout.cs:129 (SlashStyle)
632,Item\MarniteLiftHumm.ogg,Item,Item,MarniteLiftHumm,物品/武器,物品/武器音效；动作：通用/特殊；主题：Marnite Lift Humm。 代码标识：LiftHummSound。,12.03,197.3,2,44100,1,Items\Armor\MarniteArchitect\MarniteArchitectSet.cs:26 (LiftHummSound)
633,Item\MarniteLiftSummon.ogg,Item,Item,MarniteLiftSummon,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Marnite Lift Summon。 代码标识：LiftSpawnSound。,1.49,29.7,2,48000,1,Items\Armor\MarniteArchitect\MarniteArchitectSet.cs:24 (LiftSpawnSound)
